,name,FK/Fpi,delta_su2,logGBF,chi2/df,Q,vol,L_4,L_5,L_1,L_2,L_3,L_6,L_7,L_8,L_9,A_a,A_k,A_p,A_loga,A_aa
91,ma_FpiFpi_nnlo_log_logSq_sunset_alphaS_a4_FV,1.1885(47),-0.00404(70),57.533948628856365,1.4969987393107582,0.0905585688239945,10,-0.0009(21),-0.00026(91),-7(288)e-06,-0.00002(32),-0.0014(27),1(1000)e-07,-0.00005(34),-8(201)e-06,,0.2(2.8),-0.8(4.2),2.4(2.4),0.9(4.1),1.7(4.9)
92,ma_FpiFpi_nnlo_logSq_sunset_alphaS_FV,1.1880(44),-0.00403(70),58.71036147746757,1.4349342625378825,0.11483633290894195,10,-0.0011(22),-0.00014(44),,,,,,,,0.2(2.8),-0.8(4.1),2.8(2.2),1.3(4.2),
93,ma_FpiFpi_nnlo_logSq_sunset_alphaS_a4_FV,1.1883(45),-0.00404(70),58.74668055375113,1.4242792575396457,0.11950732683441867,10,-0.0011(22),-0.00011(45),,,,,,,,0.1(2.8),-0.9(4.1),2.8(2.2),1.2(4.2),2.0(4.9)
94,ma_FpiFpi_nnlo_alphaS_FV,1.1891(44),-0.00406(70),58.76083604631039,1.4309193693862607,0.11657828250854302,10,-0.0013(22),0.00019(44),,,,,,,,0.1(2.8),-1.0(4.1),3.4(2.2),1.3(4.2),
95,ma_FpiFpi_nnlo_alphaS_a4_FV,1.1895(45),-0.00407(70),58.809822532809235,1.4183797142714392,0.12216052972326664,10,-0.0013(22),0.00022(45),,,,,,,,0.03(2.77),-1.1(4.1),3.4(2.2),1.2(4.2),2.2(4.9)
96,ma-ratio_FKFK_nnlo_log_logSq_sunset_bijnens,1.1763(32),-0.00370(68),47.08011807646515,2.5319217708281685,0.0006554380510300166,0,-0.00083(26),-0.00148(81),0.00030(14),0.00035(16),-0.0020(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(1.3),7.0(2.7),-11.5(2.9),,
97,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4_bijnens,1.1765(33),-0.00370(68),47.07984080522541,2.5307812782072365,0.000659493450884346,0,-0.00083(26),-0.00146(82),0.00030(14),0.00035(16),-0.0020(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(1.3),7.0(2.7),-11.4(2.9),,0.7(4.9)
98,ma-ratio_FKFK_nnlo_log_logSq_sunset,1.1778(35),-0.00374(68),47.54303521550806,2.4124349028125707,0.0012422784473143733,0,-0.00092(29),-0.00126(90),5(288)e-06,0.00002(32),-0.0001(15),7(100)e-06,0.00017(34),0.00003(20),,0.007(1.365),8.8(3.1),-8.8(3.3),,
99,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4,1.1779(36),-0.00374(68),47.54268016246075,2.4112780027229728,0.0012499062318894491,0,-0.00093(29),-0.00124(90),5(288)e-06,0.00002(32),-0.0001(15),7(100)e-06,0.00017(34),0.00003(20),,-0.02(1.39),8.8(3.1),-8.8(3.3),,0.7(4.9)
100,ma-ratio_FKFK_nnlo_logSq_sunset,1.1811(33),-0.00383(69),46.922685902351006,2.5345654366626853,0.0006461302265695802,0,-0.00151(24),0.00058(60),,,,,,,,3.5(1.1),0.2(2.7),-5.1(3.2),,
101,ma-ratio_FKFK_nnlo_logSq_sunset_a4,1.1817(35),-0.00385(69),47.013067198570454,2.519148241188359,0.0007022702075050218,0,-0.00152(24),0.00061(60),,,,,,,,3.3(1.1),0.1(2.7),-5.0(3.2),,2.4(4.9)
102,ma-ratio_FKFK_nnlo,1.1820(34),-0.00386(69),48.70188211703333,2.3111299406065733,0.002112021685943244,0,-0.00151(25),0.00046(61),,,,,,,,3.1(1.1),2.4(2.7),-4.3(3.1),,
103,ma-ratio_FKFK_nnlo_a4,1.1825(36),-0.00387(69),48.7633641642381,2.2996182046703773,0.0022417354385390665,0,-0.00152(25),0.00048(61),,,,,,,,2.9(1.1),2.3(2.7),-4.2(3.1),,2.1(4.9)
104,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_bijnens,1.1763(42),-0.00370(69),46.91400932380039,2.5319147910274973,0.0006554627964635425,0,-0.00083(26),-0.00148(83),0.00030(14),0.00035(16),-0.0020(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(2.9),7.0(2.7),-11.5(3.0),-0.04(4.24),
105,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.1764(43),-0.00370(69),46.914398771995344,2.530768189762588,0.0006595401318482567,0,-0.00083(26),-0.00147(84),0.00030(14),0.00035(16),-0.0020(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(2.9),7.0(2.7),-11.4(3.0),-0.06(4.24),0.7(4.9)
106,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS,1.1777(44),-0.00374(69),47.378430863675064,2.4124312638316336,0.0012423023697316162,0,-0.00092(30),-0.00126(92),5(288)e-06,0.00002(32),-0.0001(15),7(100)e-06,0.00017(34),0.00003(20),,0.03(2.87),8.8(3.1),-8.8(3.3),-0.03(4.24),
107,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4,1.1779(45),-0.00374(69),47.378724074189215,2.4112705520896225,0.0012499555020457807,0,-0.00093(30),-0.00124(92),5(288)e-06,0.00002(32),-0.0001(15),7(100)e-06,0.00017(34),0.00003(20),,0.01(2.88),8.8(3.1),-8.8(3.3),-0.05(4.24),0.7(4.9)
108,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS,1.1829(44),-0.00388(69),46.89086271670436,2.5108873761073305,0.000734264147829974,0,-0.00154(24),0.00065(60),,,,,,,,1.9(2.8),-0.03(2.68),-4.8(3.2),2.6(4.2),
109,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS_a4,1.1834(45),-0.00390(69),46.9700558505803,2.497436815128791,0.000789395875750337,0,-0.00155(24),0.00067(60),,,,,,,,1.8(2.8),-0.1(2.7),-4.7(3.2),2.5(4.2),2.3(4.9)
110,ma-ratio_FKFK_nnlo_alphaS,1.1835(44),-0.00390(69),48.621855840194165,2.2944702184793746,0.002302182380232043,0,-0.00153(25),0.00052(61),,,,,,,,1.7(2.8),2.2(2.7),-4.1(3.2),2.2(4.2),
111,ma-ratio_FKFK_nnlo_alphaS_a4,1.1839(45),-0.00391(69),48.67599262606032,2.284364203860917,0.002425418061180651,0,-0.00154(25),0.00054(61),,,,,,,,1.6(2.8),2.1(2.7),-4.0(3.2),2.1(4.2),2.0(4.9)
112,ma-ratio_FKFK_nnlo_log_logSq_sunset_FV_bijnens,1.1769(32),-0.00372(68),49.50512583634447,2.224802323360715,0.0032902778060618122,10,-0.00083(26),-0.00134(82),0.00030(14),0.00035(16),-0.0018(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(1.3),7.1(2.7),-11.8(2.8),,
113,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1771(34),-0.00372(68),49.508695727430975,2.223153540992238,0.003317977587810376,10,-0.00084(26),-0.00132(83),0.00030(14),0.00035(16),-0.0018(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(1.3),7.1(2.7),-11.8(2.8),,0.8(4.9)
114,ma-ratio_FKFK_nnlo_log_logSq_sunset_FV,1.1786(35),-0.00376(68),50.12404782111764,2.0841153633738863,0.006648101542196876,10,-0.00096(30),-0.00102(91),7(288)e-06,0.00002(32),0.0002(16),6(100)e-06,0.00016(34),0.00003(20),,0.1(1.4),9.1(3.1),-8.9(3.2),,
115,ma-ratio_FKFK_nnlo_log_logSq_sunset_a4_FV,1.1788(37),-0.00377(69),50.12783682411896,2.082303313409331,0.006707500735200869,10,-0.00097(30),-0.00099(92),7(288)e-06,0.00002(32),0.0002(16),6(100)e-06,0.00016(34),0.00003(20),,0.1(1.4),9.0(3.2),-8.8(3.2),,0.8(4.9)
116,ma-ratio_FKFK_nnlo_logSq_sunset_FV,1.1822(34),-0.00386(69),49.71204426674417,2.169886579899886,0.004342485373150079,10,-0.00153(24),0.00076(59),,,,,,,,3.6(1.1),-0.6(2.7),-5.3(3.1),,
117,ma-ratio_FKFK_nnlo_logSq_sunset_a4_FV,1.1828(35),-0.00388(69),49.81629413586271,2.1527920601657207,0.004730686655614289,10,-0.00154(23),0.00079(58),,,,,,,,3.4(1.1),-0.7(2.7),-5.3(3.1),,2.6(4.9)
118,ma-ratio_FKFK_nnlo_FV,1.1830(34),-0.00389(69),51.57090704623844,1.9369652704781395,0.013490138247191348,10,-0.00153(24),0.00065(60),,,,,,,,3.1(1.1),1.6(2.7),-4.6(3.1),,
119,ma-ratio_FKFK_nnlo_a4_FV,1.1835(36),-0.00390(69),51.644669266406936,1.9239222828853868,0.014341807586384534,10,-0.00154(24),0.00067(60),,,,,,,,3.0(1.1),1.5(2.7),-4.5(3.1),,2.2(4.9)
120,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1769(42),-0.00372(69),49.33919711716909,2.2247989255804046,0.003290334661663899,10,-0.00083(26),-0.00134(84),0.00030(14),0.00035(16),-0.0018(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(2.9),7.1(2.7),-11.8(2.9),0.03(4.24),
121,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1771(43),-0.00372(69),49.343360409973705,2.2231530393597287,0.0033179860490743828,10,-0.00084(26),-0.00132(85),0.00030(14),0.00035(16),-0.0018(11),-0.00005(10),-0.00030(17),0.00020(10),,-0.1(2.9),7.1(2.7),-11.8(2.9),0.01(4.24),0.8(4.9)
122,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_FV,1.1787(45),-0.00377(69),49.95974113002747,2.084075279047233,0.006649410115997227,10,-0.00096(30),-0.00102(93),7(288)e-06,0.00002(32),0.0002(16),6(100)e-06,0.00016(34),0.00003(20),,0.07(2.87),9.1(3.2),-8.8(3.2),0.1(4.2),
123,ma-ratio_FKFK_nnlo_log_logSq_sunset_alphaS_a4_FV,1.1789(46),-0.00377(69),49.96404829488896,2.0822743398741035,0.006708454552627929,10,-0.00097(30),-0.00099(94),7(288)e-06,0.00002(32),0.0002(16),6(100)e-06,0.00016(34),0.00003(20),,0.05(2.88),9.0(3.2),-8.8(3.2),0.09(4.24),0.8(4.9)
124,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS_FV,1.1840(44),-0.00392(69),49.696590213880135,2.144045465759031,0.0049418500438346774,10,-0.00156(24),0.00083(58),,,,,,,,1.9(2.8),-0.8(2.7),-5.0(3.2),2.7(4.2),
125,ma-ratio_FKFK_nnlo_logSq_sunset_alphaS_a4_FV,1.1845(45),-0.00393(69),49.78777260482096,2.1291638841364184,0.005321834630551208,10,-0.00156(23),0.00085(58),,,,,,,,1.8(2.8),-0.9(2.7),-5.0(3.2),2.6(4.2),2.4(4.9)
126,ma-ratio_FKFK_nnlo_alphaS_FV,1.1846(44),-0.00393(69),51.50462493892736,1.9183840225430813,0.014718369521567763,10,-0.00155(24),0.00071(60),,,,,,,,1.7(2.8),1.4(2.7),-4.3(3.1),2.3(4.2),
127,ma-ratio_FKFK_nnlo_alphaS_a4_FV,1.1850(45),-0.00394(69),51.56951049290803,1.9069579021034808,0.015524509451054953,10,-0.00156(24),0.00072(60),,,,,,,,1.6(2.8),1.3(2.7),-4.3(3.1),2.2(4.2),2.1(4.9)
128,ma-ratio_FKFpi_nnlo_log_logSq_sunset_bijnens,1.1837(30),-0.00391(69),51.137486050223856,1.985677405150656,0.010709119396636472,0,-0.00095(23),-0.00132(68),0.00024(12),0.00022(11),-0.0028(11),-0.00010(10),-0.00031(17),0.00015(10),,0.64(99),2.8(2.1),-6.3(2.6),,
129,ma-ratio_FKFpi_nnlo_log_logSq_sunset_a4_bijnens,1.1839(32),-0.00391(69),51.12302616940871,1.984855795289012,0.01075120799296503,0,-0.00096(23),-0.00131(69),0.00024(12),0.00022(11),-0.0028(11),-0.00010(10),-0.00031(17),0.00015(10),,0.6(1.0),2.8(2.1),-6.3(2.6),,0.6(4.9)
130,ma-ratio_FKFpi_nnlo_log_logSq_sunset,1.1845(33),-0.00393(69),50.84781983592429,1.965713494813744,0.011776787405530944,0,-0.00098(26),-0.00127(76),-1(236)e-06,-5(220)e-06,-0.0016(14),2(100)e-06,0.00013(34),9(143)e-06,,0.6(1.1),3.5(2.4),-4.9(3.1),,
131,ma-ratio_FKFpi_nnlo_log_logSq_sunset_a4,1.1846(35),-0.00393(69),50.83315032139044,1.9649813429801144,0.011817774742662672,0,-0.00099(26),-0.00126(77),-1(236)e-06,-5(220)e-06,-0.0016(14),2(100)e-06,0.00013(34),9(143)e-06,,0.6(1.1),3.5(2.4),-4.9(3.1),,0.5(4.9)
132,ma-ratio_FKFpi_nnlo_logSq_sunset,1.1681(24),-0.00347(67),18.37419122589341,6.032838665055561,1.545210232102441e-13,0,0.00414(28),-0.00048(92),,,,,,,,1.31(50),20.92(68),-3.5(3.6),,
133,ma-ratio_FKFpi_nnlo_logSq_sunset_a4,1.1691(27),-0.00350(67),18.64239025706805,5.9891203603406575,2.0858345755047962e-13,0,0.00409(28),-0.00032(92),,,,,,,,1.03(62),21.06(63),-2.9(3.7),,4.1(4.9)
134,ma-ratio_FKFpi_nnlo,1.1685(23),-0.00348(67),21.18885353927864,5.741177540335956,1.1356236947270282e-12,0,0.00442(30),-0.00124(96),,,,,,,,0.80(49),22.11(97),-4.7(3.4),,
135,ma-ratio_FKFpi_nnlo_a4,1.1694(26),-0.00351(67),21.354487653413532,5.708970577054366,1.4139922171361407e-12,0,0.00436(29),-0.00104(95),,,,,,,,0.58(61),22.32(90),-4.1(3.5),,3.5(4.9)
136,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_bijnens,1.1839(43),-0.00391(69),50.96323000541562,1.9854293013594533,0.010721812703848423,0,-0.00096(23),-0.00131(70),0.00024(12),0.00022(11),-0.0028(11),-0.00010(10),-0.00031(17),0.00015(10),,0.5(2.8),2.8(2.1),-6.3(2.6),0.3(4.2),
137,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_bijnens,1.1840(45),-0.00392(69),50.94977402719575,1.984641368266612,0.010762217922395048,0,-0.00096(23),-0.00130(70),0.00024(12),0.00022(11),-0.0028(11),-0.00010(10),-0.00031(17),0.00015(10),,0.5(2.8),2.8(2.1),-6.3(2.6),0.2(4.2),0.6(4.9)
138,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS,1.1847(46),-0.00393(69),50.67419889824864,1.9655500510679933,0.011785925771791331,0,-0.00098(26),-0.00126(78),-1(236)e-06,-5(220)e-06,-0.0016(14),2(100)e-06,0.00013(34),9(143)e-06,,0.5(2.8),3.5(2.4),-4.9(3.1),0.2(4.2),
139,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_a4,1.1848(47),-0.00394(70),50.66054639969958,1.9648433328245447,0.011825515758970315,0,-0.00099(26),-0.00125(78),-1(236)e-06,-5(220)e-06,-0.0016(14),2(100)e-06,0.00013(34),9(143)e-06,,0.5(2.8),3.5(2.4),-4.9(3.1),0.2(4.2),0.5(4.9)
140,ma-ratio_FKFpi_nnlo_logSq_sunset_alphaS,1.1699(39),-0.00352(68),18.32870766842968,6.010176627879938,1.8052844175426587e-13,0,0.00411(28),-0.00036(92),,,,,,,,-0.3(2.8),21.08(67),-3.0(3.7),2.5(4.1),
141,ma-ratio_FKFpi_nnlo_logSq_sunset_alphaS_a4,1.1708(40),-0.00355(68),18.580771607226538,5.969648290106043,2.3837592240451743e-13,0,0.00406(28),-0.00023(91),,,,,,,,-0.5(2.8),21.19(63),-2.5(3.7),2.3(4.1),4.0(4.9)
142,ma-ratio_FKFpi_nnlo_alphaS,1.1700(38),-0.00352(68),21.07102909644329,5.727272599666418,1.24839620237099e-12,0,0.00438(29),-0.00111(96),,,,,,,,-0.5(2.8),22.29(94),-4.3(3.4),2.0(4.1),
143,ma-ratio_FKFpi_nnlo_alphaS_a4,1.1708(40),-0.00354(68),21.23159056399983,5.6969433433574626,1.5345439212203885e-12,0,0.00432(29),-0.00094(95),,,,,,,,-0.6(2.8),22.47(89),-3.7(3.5),1.8(4.1),3.4(4.9)
144,ma-ratio_FKFpi_nnlo_log_logSq_sunset_FV_bijnens,1.1844(31),-0.00392(69),54.75115486427615,1.5317261137834095,0.07898896737364994,10,-0.00091(22),-0.00134(69),0.00024(12),0.00023(11),-0.0026(11),-0.00010(10),-0.00031(17),0.00014(10),,0.37(97),3.4(2.1),-6.8(2.6),,
145,ma-ratio_FKFpi_nnlo_log_logSq_sunset_a4_FV_bijnens,1.1845(33),-0.00393(69),54.73734631662712,1.5308303860304395,0.0792705713358234,10,-0.00092(23),-0.00133(69),0.00024(12),0.00023(11),-0.0026(11),-0.00010(10),-0.00031(17),0.00014(10),,0.3(1.0),3.4(2.1),-6.8(2.6),,0.6(4.9)
146,ma-ratio_FKFpi_nnlo_log_logSq_sunset_FV,1.1853(34),-0.00395(69),54.52526306227517,1.5021142551214115,0.08876825358861708,10,-0.00096(26),-0.00124(77),-8(2356)e-07,-3(220)e-06,-0.0013(14),3(100)e-06,0.00011(34),8(143)e-06,,0.4(1.0),4.3(2.4),-5.2(3.0),,
147,ma-ratio_FKFpi_nnlo_log_logSq_sunset_a4_FV,1.1854(36),-0.00396(69),54.51107498647442,1.5013257812104894,0.08904221527446203,10,-0.00096(26),-0.00123(78),-8(2356)e-07,-3(220)e-06,-0.0013(14),3(100)e-06,0.00011(34),8(143)e-06,,0.4(1.1),4.3(2.4),-5.2(3.0),,0.6(4.9)
148,ma-ratio_FKFpi_nnlo_logSq_sunset_FV,1.1684(24),-0.00348(67),20.12529942090132,5.8116931720548495,7.021912023221823e-13,10,0.00411(28),-0.00044(92),,,,,,,,1.25(50),20.82(65),-3.7(3.7),,
149,ma-ratio_FKFpi_nnlo_logSq_sunset_a4_FV,1.1695(27),-0.00351(67),20.409055695029238,5.765951213595913,9.5925679646443e-13,10,0.00406(28),-0.00028(92),,,,,,,,0.96(62),20.96(61),-3.2(3.7),,4.2(4.9)
150,ma-ratio_FKFpi_nnlo_FV,1.1688(23),-0.00349(67),22.97160560928845,5.5168716773033415,5.204779286694264e-12,10,0.00439(30),-0.00121(96),,,,,,,,0.73(49),22.02(95),-5.1(3.4),,
151,ma-ratio_FKFpi_nnlo_a4_FV,1.1698(26),-0.00352(67),23.150023008387645,5.4828225441861775,6.551780125415255e-12,10,0.00433(29),-0.00101(95),,,,,,,,0.50(61),22.23(88),-4.4(3.5),,3.6(4.9)
152,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_FV_bijnens,1.1845(44),-0.00393(69),54.57704426055282,1.5316085954976195,0.07902586416159392,10,-0.00092(23),-0.00133(70),0.00024(12),0.00023(11),-0.0026(11),-0.00010(10),-0.00031(17),0.00014(10),,0.3(2.8),3.4(2.1),-6.8(2.6),0.2(4.2),
153,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV_bijnens,1.1846(45),-0.00393(69),54.56427629254491,1.5307369181765518,0.07930000614305786,10,-0.00092(23),-0.00132(71),0.00024(12),0.00023(11),-0.0026(11),-0.00010(10),-0.00031(17),0.00014(10),,0.2(2.8),3.4(2.1),-6.8(2.6),0.2(4.2),0.6(4.9)
154,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_FV,1.1854(46),-0.00395(70),54.3519888853976,1.502043218211876,0.08879290638869827,10,-0.00096(26),-0.00124(78),-8(2356)e-07,-3(220)e-06,-0.0013(14),3(100)e-06,0.00011(34),8(143)e-06,,0.3(2.8),4.3(2.4),-5.2(3.0),0.1(4.2),
155,ma-ratio_FKFpi_nnlo_log_logSq_sunset_alphaS_a4_FV,1.1855(47),-0.00396(70),54.33885541217325,1.501271865110407,0.08906097521610926,10,-0.00096(26),-0.00122(79),-8(2356)e-07,-3(220)e-06,-0.0013(14),3(100)e-06,0.00011(34),8(143)e-06,,0.3(2.8),4.3(2.4),-5.2(3.0),0.1(4.2),0.5(4.9)
156,ma-ratio_FKFpi_nnlo_logSq_sunset_alphaS_FV,1.1703(39),-0.00353(68),20.08509463636618,5.788309249431722,8.236389876129701e-13,10,0.00407(28),-0.00032(92),,,,,,,,-0.4(2.8),20.98(64),-3.3(3.7),2.5(4.1),
157,ma-ratio_FKFpi_nnlo_logSq_sunset_alphaS_a4_FV,1.1712(40),-0.00356(68),20.351757415863307,5.7458977701810445,1.0996956496261798e-12,10,0.00403(28),-0.00018(91),,,,,,,,-0.6(2.8),21.09(61),-2.8(3.7),2.4(4.1),4.1(4.9)
158,ma-ratio_FKFpi_nnlo_alphaS_FV,1.1703(38),-0.00353(68),22.85731806715704,5.5023829729301275,5.7405015044937965e-12,10,0.00435(30),-0.00108(96),,,,,,,,-0.6(2.8),22.20(92),-4.6(3.4),2.0(4.1),
159,ma-ratio_FKFpi_nnlo_alphaS_a4_FV,1.1711(40),-0.00355(68),23.03020493158256,5.47031370522634,7.1294058881903966e-12,10,0.00429(29),-0.00090(95),,,,,,,,-0.7(2.8),22.38(86),-4.1(3.5),1.9(4.1),3.5(4.9)
160,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_bijnens,1.1869(36),-0.00400(69),49.86059763617137,2.0331231243011048,0.008524680908690359,0,-0.00091(22),-0.00133(62),0.00029(14),0.00034(16),-0.0028(10),-0.00006(10),-0.00032(17),0.00020(10),,1.11(81),1.7(1.6),-4.7(2.6),,
161,ma-ratio_FpiFpi_nnlo_log_logSq_sunset_a4_bijnens,1.1872(38),-0.00400(69),49.837651280744026,2.0310309127155075,0.008611440786954002,0,-0.00092(22),-0.00132(63),0.00029(14),0.00034(16),-0.0028(10),-0.00006(10),-0.00032(17),0.00020(10),,1.06(86),1.6(1.6),-4.7(2.6),,0.9(4.9)
162,ma-ratio_FpiFpi_nnlo_log_logSq_sunset,1.1875(39),-0.00401(69),49.509021986443294,2.023667916508016,0.00892342274746843,0,-0.00093(25),-0.00130(72),-1(288)e-06,-8(323)e-06,-0.0016(13),1(100)e-06,0.00011(34),0.00002(20),,1.11(90),2.5(1.8),-3.6(3.0),,
